decision_date,week_ending,cushing_mbbl,inv_z,state,price_date,F2,F3,spread,price_identity,relationship,release_date,report_id,source_url,sha256,knowledge_cutoff,inv_reference_n,inv_reference_mean,inv_reference_std,year,period_index,season_sin,season_cos,fitted_D1,fitted_D2,adjusted_spread,fitted_D1_no_year_fe,fitted_D2_no_year_fe
2017-04-26,2017-04-21,67.439,0.895379406688848,Normal,2017-04-25,49.9,50.17,-0.2700000000000031,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-04-26,2017_04_26,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_04_26/csv/table9.csv,66ed2e08f39e916e1e83b3f9f7d6f6e20d89697042eb2065866f8273b09eac20,2017-04-27T03:59:59+00:00,24,50.861041666666665,18.515009625516562,2017,120,0.9444892287836613,-0.32854238191083474,-0.3560622727457817,-0.36181309274920925,-0.21292571583131426,-0.31925249723190063,-0.5659182669321258
2017-05-03,2017-04-28,66.711,0.8431588690781263,Normal,2017-05-02,47.99,48.24,-0.25,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-05-03,2017_05_03,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_05_03/csv/table9.csv,da32b90a86a87854dda17a34c62d097ea94fbcbc38e0a552cb5115763df898ec,2017-05-04T03:59:59+00:00,24,50.742999999999995,18.93830520629965,2017,121,0.898291751554753,-0.43939950965914143,-0.32780296691165833,-0.32687397287614006,-0.21631842370223187,-0.29418253165043484,-0.5045267525914072
2017-05-10,2017-05-05,66.273,0.8190082905498798,Normal,2017-05-09,46.27,46.62,-0.3499999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-05-10,2017_05_10,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_05_10/csv/table9.csv,3bd0ae2ecbea650cd5e1142c4c657351ef2613c938ac8e9a942528e879de7f3b,2017-05-11T03:59:59+00:00,24,50.460708333333336,19.3066319952028,2017,122,0.8391377545563939,-0.5439189543287246,-0.3027408384475965,-0.2976798369833983,-0.3401726580440477,-0.2731058492486559,-0.46035686874333076
2017-05-17,2017-05-12,66.308,0.8258073610438865,Normal,2017-05-16,49.0,49.29,-0.28999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-05-17,2017_05_17,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_05_17/csv/table9.csv,575ca5ee60f8554110d8d2c6193502a70fb9b19b67340f37dab17b1223c59635,2017-05-18T03:59:59+00:00,24,50.122833333333325,19.599203676517654,2017,123,0.7678804460366001,-0.6405931786981751,-0.28158485860428945,-0.27521147117430356,-0.3041443570769581,-0.2567444126644852,-0.4355760554439337
2017-05-24,2017-05-19,65.567,0.7918556717858984,Normal,2017-05-23,51.72,51.92,-0.20000000000000284,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-05-24,2017_05_24,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_05_24/csv/table9.csv,c31a41bf58defe03e9a68598430f34f8e82449cc8e021e73a3bd30279cdd806b,2017-05-25T03:59:59+00:00,24,49.85,19.848313979431275,2017,124,0.6855476064742155,-0.7280278011569847,-0.2548110781115501,-0.24396105167757864,-0.23788776476802553,-0.23351163527280167,-0.38725382597632174
2017-06-01,2017-05-26,64.82,0.7725487175174404,Normal,2017-05-31,48.56,48.74,-0.17999999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-06-01,2017_06_01,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_06_01/csv/table9.csv,857d54b4ca57e61ce3133da97296e8d2ff66dfdf55f1f2462bbd839777b875ad,2017-06-02T03:59:59+00:00,24,49.43741666666667,19.91147352203851,2017,125,0.593326764377232,-0.8049617075821959,-0.23034277038783843,-0.21651946421618928,-0.24106041784669707,-0.2128083508023303,-0.34928100295741493
2017-06-07,2017-06-02,63.376,0.7220406488725593,Normal,2017-06-06,48.34,48.49,-0.14999999999999858,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-06-07,2017_06_07,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_06_07/csv/table9.csv,b190462425720f528c009d4067e00c779fe1dfbe3845c6a7891c15191642e367,2017-06-08T03:59:59+00:00,24,48.982208333333325,19.934877197207754,2017,126,0.4925480679538644,-0.8702852410301551,-0.20220121433266933,-0.18308402641610055,-0.23332808532710758,-0.18731738446832308,-0.2943203661979315
2017-06-14,2017-06-09,62.22,0.6880772066233166,Normal,2017-06-13,46.67,46.89,-0.21999999999999886,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-06-14,2017_06_14,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_06_14/csv/table9.csv,d6517770feb1ce9d1586e8c0a3b92c21546542701efd3ee49cc31fa60b6eeda8,2017-06-15T03:59:59+00:00,24,48.55724999999999,19.856419989624207,2017,127,0.3846650997070012,-0.9230562068841761,-0.1772465231790692,-0.15453291195773133,-0.3243695892919149,-0.16516962717385847,-0.2515893824904897
2017-06-21,2017-06-16,61.14,0.658480131773922,Normal,2017-06-20,43.51,43.77,-0.2600000000000051,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-06-21,2017_06_21,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_06_21/csv/table9.csv,b791465b8a2f45d0b72f1f52d7747ed144a7cdfdbc2c1c4cd50c45b85c518e13,2017-06-22T03:59:59+00:00,24,48.114,19.781918043462337,2017,128,0.27123391067291,-0.9625134626077081,-0.15409963448562156,-0.12847689490439937,-0.38388143740511227,-0.14459283677886442,-0.2140457371267187
2017-06-28,2017-06-23,60.843,0.6618234582617488,Normal,2017-06-27,44.49,44.73,-0.23999999999999488,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-06-28,2017_06_28,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_06_28/csv/table9.csv,2104aee271c40fefddf98c67b81f2102dc19ef1786c3732e8dd53a712e0f5883,2017-06-29T03:59:59+00:00,24,47.76070833333333,19.76704135121888,2017,129,0.15389057670406214,-0.9880878960910771,-0.136958259604809,-0.1115153703425209,-0.381582200336641,-0.13053130027364537,-0.19924757671576382
2017-07-06,2017-06-30,59.509,0.6045760769817549,Normal,2017-07-05,45.34,45.55,-0.20999999999999375,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-07-06,2017_07_06,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_07_06/csv/table9.csv,587b6dbfa2b1de8259d1d216f6b9b0df09d2114d78ca6b5097198e175beae08d,2017-07-07T03:59:59+00:00,24,47.49,19.880045634625255,2017,130,0.03432760051324382,-0.9994106342455052,-0.11323692915651244,-0.0832231091533959,-0.36721657096113025,-0.1077524660182603,-0.15089232750607168
2017-07-12,2017-07-07,57.561,0.515021774686444,Normal,2017-07-11,45.23,45.4,-0.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-07-12,2017_07_12,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_07_12/csv/table9.csv,10c8ae77fa585e623810aa5bb2c08ba9c38ee388ca02c037ed3cf8a646e24ef2,2017-07-13T03:59:59+00:00,24,47.26108333333334,19.998992611404567,2017,131,-0.0857305001556945,-0.9963183634476755,-0.08704705016498691,-0.05007940342933008,-0.34055904678261656,-0.0811186082210727,-0.0862774982609226
2017-07-19,2017-07-14,57.538,0.5219773388943109,Normal,2017-07-18,46.59,46.76,-0.1699999999999946,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-07-19,2017_07_19,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_07_19/csv/table9.csv,14ac2f2d97e174539a800e29e18a647b246570352f7dbe50d6e0fd28ec4f47d7,2017-07-20T03:59:59+00:00,24,47.04329166666667,20.10567806557265,2017,132,-0.20455206612620058,-0.9788556850953579,-0.07627216916019322,-0.040759203075866474,-0.351417182471977,-0.0720701077355865,-0.08343163784258184
2017-07-26,2017-07-21,55.839,0.4377679969554424,Normal,2017-07-25,48.02,48.19,-0.1699999999999946,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-07-26,2017_07_26,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_07_26/csv/table9.csv,1b46393ab1bec8ee01c3c59367d43ffc9d4eae6df48fec90457304e5e7412a79,2017-07-27T03:59:59+00:00,24,46.995958333333334,20.200292685092606,2017,133,-0.32042327339191096,-0.947274472298717,-0.055318726449354635,-0.013922606951438155,-0.3596343656040666,-0.04976623787722073,-0.028995782176179735
2017-08-02,2017-07-28,55.8,0.43039680673754976,Normal,2017-08-01,49.29,49.43,-0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-08-02,2017_08_02,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_08_02/csv/table9.csv,2fe3d240e6203020df6269acf7b26d6810c7c15fdc385e6034dcd4696c5f5c07,2017-08-03T03:59:59+00:00,24,47.08720833333333,20.243625255285902,2017,134,-0.431672852473784,-0.9020302369860707,-0.047384553849332,-0.006835063159693483,-0.33509207555847803,-0.04206787157109074,-0.02458872311873342
2017-08-09,2017-08-04,56.369,0.45818672148268624,Normal,2017-08-08,49.35,49.52,-0.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-08-09,2017_08_09,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_08_09/csv/table9.csv,0c9866c9a988b3fec379ca246990c4819ac69b15bbb2aa0771ebd15b7196e079,2017-08-10T03:59:59+00:00,24,47.075291666666665,20.28367016673686,2017,135,-0.5366961939916004,-0.8437755598231858,-0.04684834783903029,-0.010360135944225121,-0.36771159300287026,-0.042187012070086,-0.04501347411636819
2017-08-16,2017-08-11,57.047,0.494751209736063,Normal,2017-08-15,47.7,47.84,-0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-08-16,2017_08_16,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_08_16/csv/table9.csv,18dc204b0451d1f72c25fa037fc9b931ecc38496c08f30c6883c600a5daf7792,2017-08-17T03:59:59+00:00,24,47.029666666666664,20.247213420008254,2017,136,-0.6339784927628865,-0.77335067770973,-0.05015069807490545,-0.018701317880722934,-0.337455135302043,-0.04583132779543374,-0.07426552141407178
2017-08-23,2017-08-18,56.544,0.4833578419736584,Normal,2017-08-22,47.83,48.02,-0.19000000000000483,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-08-23,2017_08_23,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_08_23/csv/table9.csv,9be3008fac3999e88e9c4f76b4d3e8f441b68c4f01ff34fdc067dd84e0b9be3d,2017-08-24T03:59:59+00:00,24,46.856541666666665,20.042000960980108,2017,137,-0.7221165966101161,-0.691771364614222,-0.04952851928193504,-0.019310879666368783,-0.38432640147613295,-0.04366799469041188,-0.0779436273285502
2017-08-30,2017-08-25,57.233,0.5339344983814215,Normal,2017-08-29,47.0,47.45,-0.45000000000000284,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-08-30,2017_08_30,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_08_30/csv/table9.csv,ac8e8b97b8c6f22484c040b9e4fcd6cf8a074b8436d033a31db9ce9caee24c64,2017-08-31T03:59:59+00:00,24,46.695125,19.736269208947355,2017,138,-0.7998392447397191,-0.6002142805483686,-0.06005839438895666,-0.0364496979613471,-0.6383705188477369,-0.05385175515461524,-0.12235339259518258
2017-09-07,2017-09-01,58.03,0.5912264670993367,Normal,2017-09-06,49.62,50.0,-0.38000000000000256,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-09-07,2017_09_07,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_09_07/csv/table9.csv,d00c5f29090268a94dbdd8b6b3a586d93baa967d641a0a03e231c366e7f3426d,2017-09-08T03:59:59+00:00,24,46.54195833333333,19.430865000054997,2017,139,-0.8660254037844384,-0.5000000000000004,-0.07410358666633615,-0.05781457389386031,-0.5596733921475758,-0.0672328261963422,-0.17389050543501006
2017-09-13,2017-09-08,59.053,0.6643262519167564,Normal,2017-09-12,48.75,49.17,-0.4200000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-09-13,2017_09_13,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_09_13/csv/table9.csv,de931fe6249a04757cda6b3ba5ab67fc948d7c9394e032c46ac8e68b6c088ec5,2017-09-14T03:59:59+00:00,24,46.28716666666667,19.216210854983572,2017,140,-0.9197204370389468,-0.3925739646141714,-0.09282310951919304,-0.08529049551132674,-0.5883604644667515,-0.08525595135601682,-0.23780816294530077
2017-09-20,2017-09-15,59.756,0.7220963536956602,Normal,2017-09-19,49.9,50.24,-0.3400000000000034,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-09-20,2017_09_20,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_09_20/csv/table9.csv,faa935a206bfc04f6f0e529923ba6ff165660dd00ab036d7f6071e7404dc9fc8,2017-09-21T03:59:59+00:00,24,45.997625,19.053378305520017,2017,141,-0.9601498736716017,-0.2794856348516098,-0.11181734808841418,-0.1118295206337147,-0.4945949079271233,-0.10269401446112127,-0.2949973824307159
2017-09-27,2017-09-22,60.937,0.8152628967841673,Normal,2017-09-26,52.19,52.42,-0.23000000000000398,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-09-27,2017_09_27,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_09_27/csv/table9.csv,a3c39459712d44e61f539e21df2be6ec699ad8b4ec9aa2f0a73b66fcb80e981b,2017-09-28T03:59:59+00:00,24,45.62895833333334,18.77681632152004,2017,142,-0.9867305793119814,-0.16236614133076413,-0.13789006603833567,-0.14844908594255374,-0.3685752701666171,-0.12780869089210833,-0.37580402923097467
2017-10-04,2017-09-29,62.462,0.932778452696059,Normal,2017-10-03,50.74,50.99,-0.25,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-10-04,2017_10_04,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_10_04/csv/table9.csv,ceaec2421db1f44be8ce446fedd6cd45a4c91c2d346d097945d35104846dbdae,2017-10-05T03:59:59+00:00,24,45.27970833333334,18.42054950669559,2017,143,-0.9990791668951153,-0.04290475819955383,-0.1693331521938673,-0.1924754501599036,-0.3705326105854569,-0.15863552842969247,-0.4731961551972543
2017-10-12,2017-10-06,63.784,1.0385630558476038,High,2017-10-11,51.6,51.8,-0.19999999999999574,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-10-12,2017_10_12,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_10_12/csv/table9.csv,80f1504c935f1dfd5d5e83b31d24d31688ea475168412fdeee8e66d1049b00b7,2017-10-13T03:59:59+00:00,24,44.95458333333334,18.130258495763055,2017,144,-0.9970175264485267,0.07717546212664607,-0.20097294597535376,-0.22870576277817323,-0.30072716765867746,-0.18905244161339618,-0.5455682789293661
2017-10-18,2017-10-13,63.986,1.065847987392802,High,2017-10-17,52.11,52.28,-0.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-10-18,2017_10_18,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_10_18/csv/table9.csv,be6232aa62f414d66adc692165438c3615d8684ce9935154952d76e97c8b944a,2017-10-19T03:59:59+00:00,24,44.940999999999995,17.868401709503118,2017,145,-0.980575394063143,0.19614254142819676,-0.22339697504193837,-0.25109322404334994,-0.2494446053839593,-0.20784816563000122,-0.5772437316649996
2017-10-25,2017-10-20,63.749,1.0614612428407453,High,2017-10-24,52.67,52.79,-0.11999999999999744,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-10-25,2017_10_25,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_10_25/csv/table9.csv,0ac5dc0bd5d2b3c6198f9648579a62a66572022b7655baad1d25db0439d7f7cc,2017-10-26T03:59:59+00:00,24,45.03779166666667,17.627782888480496,2017,146,-0.949989922994501,0.3122805568857945,-0.24276406475218099,-0.2733682958958496,-0.17699189300415874,-0.22254855520948272,-0.6063820664618877
2017-11-01,2017-10-27,63.839,1.062510464856944,High,2017-10-31,54.59,54.69,-0.09999999999999432,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-11-01,2017_11_01,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_11_01/csv/table9.csv,88e81735ee3ff2e83050e20d195204e01aefaa8e045112a6f25d66dcc04ecd66,2017-11-02T03:59:59+00:00,24,45.316875,17.43241653859269,2017,147,-0.9057022630804715,0.42391439070986053,-0.2638800781906109,-0.29670979954619314,-0.1336928774335252,-0.23905813718994623,-0.6363101082907193
2017-11-08,2017-11-03,64.559,1.09240563317621,High,2017-11-07,57.43,57.59,-0.1600000000000037,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-11-08,2017_11_08,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_11_08/csv/table9.csv,63ea575b1502dc790ca97fdcac843bec5ad139f3340781e590f0ed4bd4c70a7e,2017-11-09T04:59:59+00:00,24,45.72354166666667,17.242183453932338,2017,148,-0.848351197812304,0.5294338912181852,-0.2896560918842471,-0.3217296648472207,-0.16988361224856918,-0.26100660836932577,-0.6689656803942337
2017-11-15,2017-11-10,63.055,0.9702158347135793,Normal,2017-11-14,55.89,56.03,-0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-11-15,2017_11_15,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_11_15/csv/table9.csv,8c9d3791a11525056bc91fe032f1273428b8da18bdfc3bce407a20aa359358b4,2017-11-16T04:59:59+00:00,24,46.326166666666666,17.242383328315714,2017,149,-0.7787639308347607,0.6273170968742937,-0.294942525666113,-0.3353782787172537,-0.12590751061601402,-0.2582742964234583,-0.6706263208990031
2017-11-22,2017-11-17,61.228,0.8148007972384126,Normal,2017-11-21,56.92,56.96,-0.03999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-11-22,2017_11_22,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_11_22/csv/table9.csv,9b287585e323a5e5b51e72d37cf2f82803607a03812d584cc07485878f0a9889,2017-11-23T04:59:59+00:00,24,47.158375,17.267564106080762,2017,150,-0.6979441547663436,0.7161521883143932,-0.29573747121975946,-0.32481178983775594,-0.002110392069737399,-0.2502350619623867,-0.6046463870515906
2017-11-29,2017-11-24,58.314,0.5848196440058,Normal,2017-11-28,58.05,58.0,0.04999999999999716,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-11-29,2017_11_29,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_11_29/csv/table9.csv,f1fced85684c8df78e5461d63dcb339c3b9637fa29f009300425cf5e4e77be96,2017-11-30T04:59:59+00:00,24,48.16220833333333,17.35884177407349,2017,151,-0.607057574429101,0.7946578517376245,-0.28604674629131255,-0.29723586752718834,0.11116450542066936,-0.22980876057290295,-0.4921470615135186
2017-12-06,2017-12-01,55.561,0.3608620194148147,Normal,2017-12-05,57.67,57.65,0.020000000000003126,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-12-06,2017_12_06,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_12_06/csv/table9.csv,ed4a826230de5788fcc9e98d9b4997edd18046d79f24df1af9b8866a4c60d802,2017-12-07T04:59:59+00:00,24,49.321583333333336,17.29031134056363,2017,152,-0.5074150932938463,0.8617017599480677,-0.27661758062171893,-0.2701338726719165,0.1035814761460857,-0.2100488132018852,-0.38146684846462175
2017-12-13,2017-12-08,52.244,0.12822775491882935,Normal,2017-12-12,57.16,57.13,0.02999999999999403,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-12-13,2017_12_13,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_12_13/csv/table9.csv,7ba9e3f8c08eb08c1f7729453266b9748174bc6f7d25762e63b6e65519cac092,2017-12-14T04:59:59+00:00,25,50.0638,17.00255924608606,2017,153,-0.4004539056512665,0.9163169044870048,-0.2651246067329707,-0.23993213961648616,0.13481718871234638,-0.18827965697879284,-0.2633621279532137
2017-12-20,2017-12-15,52.998,0.17777340767020047,Normal,2017-12-19,57.56,57.58,-0.01999999999999602,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-12-20,2017_12_20,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_12_20/csv/table9.csv,b6a9278c3a2a042242f2ea7f3d68d0b4f970d7a484eaf25aeaa303cf0adaf86a,2017-12-21T04:59:59+00:00,25,50.04308000000001,16.62183359550524,2017,154,-0.28771676722616696,0.9577155432887803,-0.2911998376651359,-0.27063527236921414,0.10456534961383213,-0.21228585284631477,-0.3133480863789937
2017-12-28,2017-12-22,51.414,0.08400824456248583,Normal,2017-12-27,59.69,59.68,0.00999999999999801,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2017-12-28,2017_12_28,https://www.eia.gov/petroleum/supply/weekly/archive/2017/2017_12_28/csv/table9.csv,23387fdc5af0bb97583ead2f5e84145a0107e6ebcb337f83e6cc0eeafa579ef5,2017-12-29T04:59:59+00:00,25,50.055600000000005,16.16984150870585,2017,155,-0.17082974322534408,0.985300562686109,-0.29615674116888874,-0.2678787562099775,0.15254112106068352,-0.21158450535224932,-0.2739010995593241
2018-01-04,2017-12-29,48.973,-0.06919318523914329,Normal,2018-01-03,61.55,61.41,0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2018-01-04,2018_01_04,https://www.eia.gov/petroleum/supply/weekly/archive/2018/2018_01_04/csv/table9.csv,42875f06b2334d7fed33b3d49ec7a8a268d09b00dd8b8cf824d1a6882aef6773,2018-01-05T04:59:59+00:00,25,50.04404,15.47898100511357,2018,156,-0.05147875477034641,0.9986740898848305,-0.7434758437229687,-0.768902816860171,0.8174393413565411,-0.19981131967637958,-0.19547970933515368
2018-01-10,2018-01-05,46.578,-0.8859133428127447,Normal,2018-01-09,62.87,62.7,0.1699999999999946,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2018-01-10,2018_01_10,https://www.eia.gov/petroleum/supply/weekly/archive/2018/2018_01_10/csv/table9.csv,d077f3bd36eaadeec90c0f4926a84cba02b08f95f6ee52deb22bcfb6b89d241c,2018-01-11T04:59:59+00:00,25,56.892079999999986,11.642312516993062,2018,157,0.06861473800213404,0.9976432316860063,-0.6455522704990706,-0.602001409436106,0.861121816467382,-0.07702855515598508,0.28732497092809484
2018-01-18,2018-01-12,42.394,-1.18619184996444,Low,2018-01-17,63.92,63.74,0.17999999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2018-01-18,2018_01_18,https://www.eia.gov/petroleum/supply/weekly/archive/2018/2018_01_18/csv/table9.csv,7c8224e7074a455c3b4ffb2d53c872bf146e9c8185f74305b1fc26518fc9c71e,2018-01-19T04:59:59+00:00,25,56.64235999999999,12.011851203013352,2018,158,0.1877185654371987,0.9822228566828407,-0.6163823848555962,-0.5648789618496802,0.8823453090980815,-0.03789054740245468,0.35286257315329383
2018-01-24,2018-01-19,39.244,-1.4091045373714233,Low,2018-01-23,64.31,64.09,0.21999999999999886,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2018-01-24,2018_01_24,https://www.eia.gov/petroleum/supply/weekly/archive/2018/2018_01_24/csv/table9.csv,a9b1a851ec0e85d927b41a00e227e85bd67047d31143a59ae3d2f15926abbee2,2018-01-25T04:59:59+00:00,25,56.41036,12.182460239623193,2018,159,0.30411483232751785,0.9526353808033826,-0.5955189722662869,-0.545801380856858,0.9309479370940772,-0.009748950803472045,0.35375226822291006
2018-01-31,2018-01-26,37.02,-1.5763135895317637,Low,2018-01-30,64.35,64.11,0.23999999999999488,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2018-01-31,2018_01_31,https://www.eia.gov/petroleum/supply/weekly/archive/2018/2018_01_31/csv/table9.csv,ced9aa7253104df320f51f8c600323b3bda18af6275a1daba0bc750ab5eb593c,2018-02-01T04:59:59+00:00,25,56.24812,12.198156589966096,2018,160,0.41612469599147445,0.9093075592922358,-0.5798479569720777,-0.5308958605526091,0.9568056203672424,0.01109794507386666,0.3569829643675263
2018-02-07,2018-02-02,36.309,-1.8504656774796757,Low,2018-02-06,63.11,62.7,0.4099999999999966,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2018-02-07,2018_02_07,https://www.eia.gov/petroleum/supply/weekly/archive/2018/2018_02_07/csv/table9.csv,18a995cb10d60ad084811fd8aa00dff4e5845101dbeb76351fc54d5ec4c56baa,2018-02-08T04:59:59+00:00,24,57.196666666666665,11.287789295889864,2018,161,0.5221325810768248,0.8528643314021597,-0.5469372502878798,-0.499881243217249,1.1298338705662223,0.051602971346900894,0.3661539393928612
2018-02-14,2018-02-09,32.667,-2.46947811218367,Low,2018-02-13,59.03,58.75,0.28000000000000114,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2018-02-14,2018_02_14,https://www.eia.gov/petroleum/supply/weekly/archive/2018/2018_02_14/csv/table9.csv,2fe07d9470af00453a9951164ad49b753cc9da7f712fd5fc9790900f81ededc8,2018-02-15T04:59:59+00:00,24,57.94979166666667,10.238111259998176,2018,162,0.6206094818274227,0.7841198065767104,-0.46405902487159334,-0.423170440983037,0.9999890096949711,0.15111837244719628,0.3864754704490898
2018-02-22,2018-02-16,30.003,-3.0775426187042574,Low,2018-02-21,61.52,61.2,0.3200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2018-02-22,2018_02_22,https://www.eia.gov/petroleum/supply/weekly/archive/2018/2018_02_22/csv/table9.csv,2b2bf180745375888d2071b0a776c94f934208210fe375e20023447c2797fa2c,2018-02-23T04:59:59+00:00,24,58.85766666666667,9.375878823350103,2018,163,0.7101350157125358,0.7040655221348057,-0.380026044310373,-0.3449437502884575,1.0372688001027561,0.2509339221934333,0.4099924277553555
2018-02-28,2018-02-23,28.785,-3.629138291886477,Low,2018-02-27,62.9,62.63,0.269999999999996,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2018-02-28,2018_02_28,https://www.eia.gov/petroleum/supply/weekly/archive/2018/2018_02_28/csv/table9.csv,c3d34cad5d98e30e211ca4b17618e0da4aff832ffb78a88563e232032f9b5abb,2018-03-01T04:59:59+00:00,24,59.80895833333333,8.548574300045932,2018,164,0.7894179103280197,0.613856141822612,-0.3010952204021797,-0.27089296981608557,0.9817124767589507,0.34354189737806745,0.4355538550300304
